53580692.png,1306.8,458.2,1341.5,494.6,0.526,
53580692.png,1262.7,436.5,1362.5,529.8,0.443,
22427705.png,37.9,685.4,90.5,746.4,0.567,
50998086.png,819.9,488.7,923.7,600.7,0.511,
50998086.png,784.8,504.4,1150.8,797.4,0.386,
50994760.png,945.7,775.6,999.6,837.4,0.791,
50994760.png,904.2,765.8,1026.3,862.9,0.494,
22614236.png,92.2,787.7,238.7,902.2,0.616,
24055483.png,163.2,764.9,259.2,867.1,0.745,
20588562.png,3.7,480.8,467.1,776.0,0.366,
22670620.png,1213.6,466.8,1317.8,563.3,0.369,
22670620.png,1297.6,262.1,1372.6,329.3,0.327,
22580706.png,978.6,1161.7,1290.0,1540.2,0.503,
22580706.png,925.8,1269.4,1096.1,1530.9,0.336,
20587466.png,6.1,1084.4,141.7,1184.2,0.570,
20587466.png,19.3,1117.4,59.8,1164.9,0.460,
20587466.png,21.4,599.0,261.5,783.5,0.391,
24065707.png,1225.4,618.1,1322.7,724.7,0.616,
22613702.png,178.1,560.7,431.0,767.5,0.565,
30318067.png,271.8,588.5,373.8,702.1,0.671,
30318067.png,276.9,565.1,473.6,751.2,0.486,
53580858.png,80.6,728.8,150.6,809.1,0.515,
22670809.png,1272.9,1075.7,1346.7,1162.4,0.458,
20587054.png,993.5,595.5,1095.4,693.2,0.391,
24055176.png,806.5,912.6,911.7,1019.3,0.538,
24055176.png,803.4,711.6,1199.9,1071.3,0.527,
24055176.png,797.9,901.3,1044.3,1091.2,0.357,
24058738.png,265.9,950.9,367.5,1044.0,0.495,
24055779.png,339.0,777.0,623.0,1181.0,0.459,
24055779.png,356.9,1090.7,461.7,1194.1,0.446,
24055779.png,370.1,1145.6,401.6,1174.9,0.390,
22614074.png,829.3,636.8,960.0,775.9,0.439,
50998634.png,90.0,523.4,249.8,744.2,0.400,
24055752.png,622.2,856.6,717.2,977.1,0.514,
24055752.png,770.3,1112.3,879.8,1221.5,0.464,
24055752.png,676.3,1052.5,919.0,1250.5,0.365,
50993976.png,1000.5,682.7,1105.1,782.9,0.345,
24055274.png,213.9,673.2,390.7,852.5,0.594,
24055274.png,122.6,573.7,475.5,883.0,0.397,
22580038.png,367.8,863.3,506.5,1073.3,0.480,
51049080.png,835.7,529.1,968.4,630.0,0.352,
22427840.png,1046.3,408.1,1263.8,678.2,0.620,
22580068.png,781.2,764.3,976.2,980.3,0.334,
50993922.png,516.4,1018.0,622.5,1131.6,0.407,
22670465.png,147.1,689.5,191.1,738.5,0.690,
22670465.png,8.4,915.8,351.4,1283.2,0.662,
22670465.png,125.3,368.2,328.3,583.6,0.626,
22670465.png,117.0,648.9,218.2,756.1,0.380,
22670465.png,40.7,910.1,248.1,1095.6,0.332,
