103306764451.png,929.9,560.7,1101.7,752.6,0.913,1,
103306764451.png,836.6,655.0,927.4,776.0,0.194,1,
103306764451.png,845.9,519.1,1272.3,821.0,0.135,1,
103306764451.png,841.7,737.5,961.5,869.6,0.123,1,
103555540354.png,80.6,837.3,190.0,975.2,0.867,1,
103555540354.png,260.0,761.0,453.8,969.7,0.862,1,
103555540354.png,14.9,252.9,76.1,296.6,0.517,1,
103555540354.png,304.5,1020.4,376.1,1111.7,0.433,1,
103555540354.png,176.6,676.3,494.4,1124.8,0.368,1,
103555540354.png,4.0,220.0,103.2,331.9,0.170,1,
103555540354.png,6.9,127.6,57.5,210.7,0.052,1,
103555540358.png,27.5,946.9,164.1,1062.7,0.911,1,
103555540358.png,200.6,716.2,382.5,892.4,0.798,1,
103555540358.png,177.4,589.8,372.9,760.5,0.742,1,
103555540358.png,145.8,511.7,437.2,947.9,0.450,1,
103555540358.png,6.9,954.5,282.5,1151.6,0.207,1,
103555540358.png,51.1,980.9,127.2,1036.3,0.071,1,
103559883269.png,224.8,903.2,412.0,1068.6,0.786,1,
103559883269.png,7.3,1424.0,110.2,1540.5,0.420,1,
103559883269.png,279.5,938.1,366.6,1037.4,0.419,1,
103559883269.png,26.2,273.3,136.5,389.9,0.203,1,
103559883269.png,20.1,1449.7,66.7,1509.5,0.202,1,
103559883269.png,33.7,266.9,80.1,317.5,0.163,1,
103559883269.png,149.2,803.3,474.0,1129.4,0.108,1,
103559883269.png,310.2,989.6,361.2,1033.1,0.080,1,
103559883273.png,199.4,880.7,362.6,1029.2,0.910,1,
103559883273.png,148.9,847.2,552.4,1068.3,0.625,1,
103559883273.png,226.3,925.6,304.7,996.3,0.301,1,
103572636257.png,133.0,586.7,379.9,785.0,0.771,1,
103572636257.png,148.3,617.4,266.2,734.1,0.426,1,
103572636257.png,267.9,655.4,364.8,796.4,0.152,1,
103572636257.png,234.0,623.6,320.8,707.1,0.148,1,
103572636257.png,18.7,484.6,332.1,892.8,0.103,1,
103572636257.png,64.2,641.3,222.7,747.8,0.097,1,
103572636257.png,203.9,645.9,272.6,710.1,0.075,1,
103624797399.png,861.7,870.2,1067.1,1032.4,0.620,1,
103624797399.png,918.0,907.7,1004.4,990.5,0.266,1,
103624797399.png,600.2,1350.7,652.0,1408.9,0.082,1,
103624797399.png,1235.8,103.8,1277.3,159.7,0.082,1,
103624797402.png,978.7,865.3,1129.4,1002.3,0.922,1,
103624797402.png,905.6,765.8,1215.8,1074.7,0.553,1,
103624797402.png,991.8,336.6,1257.3,523.5,0.065,1,
103686389110.png,10.4,409.8,137.7,544.5,0.662,1,
103686389110.png,2.0,366.5,177.2,718.8,0.083,1,
103686389503.png,401.5,512.3,619.9,734.6,0.850,1,
103686389503.png,329.6,966.3,380.2,1015.8,0.075,1,
103686389503.png,254.3,484.4,294.9,523.8,0.064,1,
RAD033719117.png,48.8,562.9,343.7,843.7,0.916,1,
RAD033719117.png,87.3,598.6,229.1,740.4,0.572,1,
RAD033719117.png,412.5,796.7,547.2,899.4,0.093,1,
RAD033719118.png,293.7,887.7,506.0,1081.5,0.782,1,
RAD033719118.png,6.1,188.0,176.1,589.7,0.362,1,
RAD033719118.png,78.6,342.3,170.3,436.9,0.326,1,
RAD033719118.png,23.4,423.1,122.9,514.0,0.287,1,
RAD033719118.png,3.5,255.2,84.4,419.6,0.251,1,
RAD033719118.png,475.7,1241.8,601.3,1351.0,0.111,1,
RAD033719118.png,11.4,1554.6,64.1,1658.5,0.078,1,
RAD033719118.png,341.1,927.8,444.0,1032.6,0.075,1,
RAD033719480.png,111.5,408.0,251.2,532.1,0.696,1,
RAD033719480.png,65.3,337.6,292.4,595.8,0.529,1,
RAD033719480.png,316.5,587.4,433.7,710.0,0.116,1,
RAD033719480.png,77.9,574.3,128.9,625.2,0.107,1,
RAD033738238.png,911.8,683.8,1237.6,1056.3,0.951,1,
RAD033738238.png,986.3,760.5,1130.8,877.4,0.132,1,
RAD033738238.png,984.3,850.8,1158.4,996.6,0.114,1,
RAD033738239.png,837.2,826.9,1250.0,1177.4,0.847,1,
RAD033738239.png,991.2,888.8,1134.2,1020.5,0.259,1,
RAD033738239.png,923.1,1023.6,1019.0,1143.0,0.097,1,
RAD033738239.png,1142.9,559.6,1247.5,664.8,0.063,1,
RAD081409100.png,885.4,908.1,995.3,1069.0,0.938,1,
RAD081409100.png,1116.0,250.2,1167.4,302.3,0.137,1,
RAD081409100.png,903.7,989.2,975.3,1060.4,0.105,1,
RAD081409100.png,1112.4,356.1,1153.3,393.3,0.083,1,
RAD081409100.png,977.4,777.8,1031.2,838.0,0.081,1,
RAD081409100.png,1190.0,386.5,1238.3,431.6,0.052,1,
RAD081409100.png,902.5,918.7,967.3,991.6,0.052,1,
RAD081409280.png,994.2,678.4,1122.4,825.4,0.933,1,
