53580692.png,1280.473755,1352.030396,441.8359375,509.4897461,0.489571095
53580692.png,950.5383911,1209.220215,468.3036499,645.8414917,0.082133889
53580692.png,1181.661987,1382.234497,271.6501465,613.8439941,0.02353183
53580692.png,983.4424438,1093.341431,671.5981445,777.1318359,0.019359393
53580692.png,1101.674805,1169.165527,515.7158203,569.2674561,0.007310454
53580692.png,1008.345032,1060.713379,555.6619263,595.109314,0.004252159
53580692.png,907.8606567,1019.519836,862.9077759,954.2964478,0.003188061
53580692.png,1056.271606,1097.989624,404.940979,437.8348999,0.002777295
53580692.png,1142.261108,1180.642212,557.5310059,590.076416,0.001373399
53580692.png,1300.894531,1383.416992,1317.707031,1467.534668,0.001095062
53580692.png,982.086731,1199.826294,338.2746887,489.3973083,0.000979678
53580692.png,790.6877441,1136.364136,724.2474976,1066.678711,0.000725608
53580692.png,865.3830566,909.3395996,545.2620239,583.1459351,0.000392617
53580692.png,814.0558472,963.1508179,527.8654785,709.8278809,0.00025345
53580692.png,861.9436035,907.4517822,583.4495239,624.6567993,0.000156932
53580692.png,1041.977783,1082.752197,532.6328735,565.3644409,0.000148026
53580692.png,1048.152954,1089.388062,437.6833801,469.4107971,0.000109198
53580692.png,1281.689941,1380.865723,62.5703125,288.0394287,9.69E-05
53580692.png,1172.142334,1377.85498,624.5129395,979.9750977,3.16E-05
53580692.png,1274.403076,1380.817871,1503.240967,1696.443359,1.27E-05
50994706.png,984.2758789,1089.405029,830.7907715,955.2810059,0.470696062
50994706.png,1148.492798,1253.256226,627.9371948,732.0222778,0.241314754
50994706.png,1140.036011,1271.181519,399.3931274,494.7728271,0.079419389
50994706.png,944.18573,1054.074463,688.6883545,804.6210938,0.062158693
50994706.png,973.5783691,1306,416.32724,783.182251,0.059876159
50994706.png,1194.648315,1250.174683,580.244873,631.2078857,0.0085927
50994706.png,1132.689331,1196.608276,765.404541,825.8908691,0.007698642
50994706.png,1097.575928,1145.092041,589.9584961,635.4971924,0.00741891
50994706.png,1248.912354,1304.124756,782.086792,861.1258545,0.004932066
50994706.png,1097.994263,1285.112427,795.3265991,993.473938,0.004818123
50994706.png,993.9534912,1044.503174,492.1167297,546.6946411,0.00277708
50994706.png,1149.537476,1232.391724,507.4283752,602.3612671,0.001991991
50994706.png,1159.255981,1212.442993,867.2095337,920.9568481,0.001605303
50994706.png,1073.023926,1285.641846,1065.262695,1271.511963,0.001176254
50994706.png,977.3300781,1130.070801,919.7741089,1114.787476,0.001132126
50994706.png,1226.475342,1288.274414,276.7108765,333.3883057,0.000337246
50994706.png,1083.48645,1302.417603,238.4281006,410.5617676,0.000206625
22678833.png,567.2685547,791.8504639,866.1459351,1093.851807,0.692129493
22678833.png,562.0390625,674.8809814,714.1185303,849.1914063,0.621703207
22678833.png,754.7422485,882.6231079,967.2104492,1091.808594,0.309658319
22678833.png,641.133606,770.1332397,565.1141357,691.4274902,0.240345016
22678833.png,949.9866943,1123.165405,828.0618896,1052.141602,0.06841062
22678833.png,681.0881958,905.3231812,1134.032837,1330.419067,0.063913301
22678833.png,1035.497559,1306,1124.436523,1351.003174,0.062270116
22678833.png,997.6811523,1045.441772,932.9630737,978.9882202,0.044740107
22678833.png,1187.140503,1241.476196,1002.07782,1051.241211,0.035695013
22678833.png,715.75177,824.305481,775.4390869,872.9423828,0.032751117
22678833.png,883.8544922,918.1728516,978.9041138,1008.065369,0.022459174
22678833.png,1110.013184,1160.705078,1046.054077,1095.29187,0.01954869
22678833.png,1007.876648,1236.36499,698.3569336,891.809082,0.008061977
22678833.png,887.7015381,933.3271484,944.423584,984.6998291,0.005057016
22678833.png,744.0654907,792.8504028,888.4078979,949.84198,0.004307919
22678833.png,1105.381592,1298.928467,936.9326782,1108.282593,0.003093417
22678833.png,554.2092285,599.2214355,1116.652954,1170.76062,0.002114161
22678833.png,617.6345215,1017.164917,622.769104,944.9855347,0.002060561
22678833.png,864.1490479,1118.526855,1027.383057,1227.017334,0.000618239
22678833.png,955.0839844,1006.275269,1458.295532,1497.815796,0.000551476
50994589.png,1145.35437,1321.408813,588.4390869,816.5805664,0.088170983
50994589.png,1010.148438,1231.37915,817.4534302,1022.056946,0.071094297
50994589.png,783.3864746,911.0142822,1028.270996,1139.511719,0.025588587
50994589.png,916.4255981,1022.459412,761.7197266,887.8306885,0.021247653
50994589.png,759.6674194,883.1193237,899.9782104,1017.783875,0.012198641
50994589.png,925.09552,1067.738037,933.0452271,1040.950928,0.008776812
50994589.png,1191.712769,1232.73645,1162.626221,1199.755615,0.00716631
50994589.png,837.133606,894.5844116,708.6983032,789.1399536,0.005911463
50994589.png,1080.897583,1150.009644,869.7390137,930.5321045,0.005801744
50994589.png,1182.307617,1230.816895,932.8352051,971.3013916,0.002490709
50994589.png,1156.83667,1294.577148,1092.729736,1259.985352,0.000916017
50994589.png,886.2322388,932.0553589,1041.723999,1089.353638,0.000828898
50994589.png,1285.038086,1381.105225,932.3392334,1168.835815,0.000352905
50994589.png,1071.252319,1128.881226,644.1165161,713.2107544,0.000206757
50994589.png,1283.109985,1381.393433,1249.243286,1475.067993,2.50E-05
50994589.png,977.4675903,1291.590332,3.515712738,110.8472137,2.69E-09
22427705.png,9.235572815,111.7134781,666.3399048,769.5598755,0.761704624
22427705.png,179.8957367,294.8171387,379.3924866,462.5519714,0.056515027
22427705.png,109.2367859,142.5805969,761.3269043,787.588623,0.041221425
22427705.png,345.1493835,459.1896057,440.3724976,544.2331543,0.018720549
22427705.png,237.6708527,578.2789307,470.1377563,844.0436401,0.018105753
22427705.png,454.8114929,518.5924683,582.3044434,653.7683105,0.004049438
22427705.png,444.681366,551.6470947,879.4919434,980.9671631,0.003987348
22427705.png,225.1478882,350.5116577,762.8608398,854.9512939,0.002579203
22427705.png,91.90344238,209.269043,728.8737183,818.2883911,0.002308022
22427705.png,206.1388397,251.2805939,501.3077393,543.6074219,0.001248694
22427705.png,54.66202927,104.821579,954.8475342,1006.324463,0.001106181
22427705.png,255.2011719,309.274231,883.3162842,946.2912598,0.000831834
22427705.png,41.88619995,396.0142517,286.8748474,592.8029785,0.000828712
22427705.png,298.1720276,385.9155579,520.7382813,620.3510742,0.00075284
22427705.png,202.6501465,437.1385498,821.1461792,1025.258911,0.000101036
22427705.png,1274.552734,1380.676514,1503.283813,1696.639771,2.51E-05
22427705.png,1274.701172,1380.644531,1208.885742,1432.85498,2.42E-05
22427705.png,1274.701172,1380.644531,545.4890747,769.458313,2.42E-05
22427705.png,1274.701172,1380.644531,800.6416016,1024.61084,2.42E-05
22427705.png,1274.701172,1380.644531,86.21442413,310.1837158,2.42E-05
22427705.png,1274.701172,1380.644531,1017.52124,1241.490479,2.42E-05
22427705.png,1274.701172,1380.644531,303.0941467,527.0634155,2.42E-05
22427705.png,0,97.50752258,46.72226715,251.7782288,1.45E-05
22427705.png,0.80834198,96.35483551,739.3044434,948.4985352,3.96E-06
30011798.png,909.9017334,971.4080811,901.7352295,973.8398438,0.167348832
30011798.png,1039.096069,1155.823364,514.4564209,631.7979736,0.055964593
30011798.png,924.4117432,954.0986328,809.8244019,840.7437134,0.021888817
30011798.png,1228.09021,1275.777222,400.8925171,433.739563,0.016966691
30011798.png,854.5010376,1081.073242,811.3529053,1030.712158,0.010730943
30011798.png,1009.079102,1108.428955,720.057251,840.309082,0.007162305
30011798.png,1161.616211,1349.202393,336.0439758,506.4099426,0.004782483
30011798.png,1004.575684,1051.897949,892.2266846,939.4348145,0.003440497
30011798.png,1254.475708,1293.473755,704.7322388,750.835022,0.001237614
30011798.png,748.7525024,798.9221802,734.1259766,800.9210205,0.001233219
30011798.png,898.2437134,1048.295898,568.2104492,768.744873,0.000902624
30011798.png,1257.873291,1304.78125,750.2124023,795.1142578,0.000850949
30011798.png,933.9794312,977.0925903,834.6647949,886.3188477,0.00055055
30011798.png,1013.647644,1057.821411,828.6936035,870.8892822,0.000466965
30011798.png,991.8313599,1024.900391,861.2365112,893.0883179,0.000377595
30011798.png,1275.482422,1380.515381,597.130249,819.0523682,0.000282538
30011798.png,1227.271973,1270.128662,431.5091858,465.0643005,0.000277951
30011798.png,650.5592651,862.5701294,679.3503418,888.4968262,0.000215678
30011798.png,1175.01709,1378.650879,840.1414795,1205.066528,0.000129787
30011798.png,1272.174194,1379.714233,1166.369751,1387.37561,6.15E-05
30011798.png,1274.249023,1381.390137,1440.393066,1661.579834,3.30E-05
30011798.png,1280.189453,1381.787842,176.4397583,368.3574219,2.31E-05
30011798.png,0.254123688,96.62617493,1483.903931,1695.335815,1.38E-05
30011798.png,0.025943756,78.43617249,1.103782654,75.41401672,1.13E-05
30011798.png,1.275669098,97.08451843,603.7283936,824.7907715,1.06E-05
30011798.png,1.275669098,97.08451843,157.2113342,378.2737732,1.06E-05
30011798.png,1.275669098,97.08451843,858.8808594,1079.943237,1.06E-05
30011798.png,1285.706177,1380.885132,1.621776581,89.34802246,8.27E-06
24055024.png,1010.31604,1227.672241,523.8656006,747.1658936,0.099275194
24055024.png,1160.436157,1294.411255,807.1394653,896.5890503,0.071809545
24055024.png,1113.664307,1181.459229,619.3327637,684.8833008,0.008898387
24055024.png,1246.838867,1290.851807,480.5167236,523.4407959,0.008410929
24055024.png,1094.935303,1150.216797,570.3189697,637.0855713,0.005683985
24055024.png,892.2293701,999.6417236,651.6678467,779.2478027,0.0054705
24055024.png,1000.613342,1056.966675,759.2601929,821.2643433,0.005027721
24055024.png,1231.514038,1267.86438,830.5658569,859.6382446,0.004915262
24055024.png,1129.297729,1304.768677,404.9599609,590.0078735,0.001270165
24055024.png,941.7908325,1134.229004,704.7489624,909.4918823,0.001177013
24055024.png,1139.613281,1186.655273,119.3864365,159.0289917,0.000751767
24055024.png,1013.310486,1057.030151,817.2723389,862.2977295,0.000741062
24055024.png,1025.145508,1083.116699,851.2714233,912.4684448,0.000454774
24055024.png,784.3768311,951.3792725,731.4726563,893.5894775,0.000294774
24055024.png,1111.451782,1161.13855,682.736084,730.6679688,0.000235048
24055024.png,1249.788452,1298.786743,868.7982178,930.7932129,5.85E-05
24055024.png,1211.903931,1303.540894,1.211540222,96.00004578,1.38E-05
24055464.png,779.4121704,845.3612671,1326.687744,1394.844971,0.089680985
24055464.png,694.9516602,742.2752686,772.4934692,818.7174683,0.029538678
24055464.png,1143.588501,1179.453979,825.8029175,854.8895874,0.014114633
24055464.png,698.62677,962.5606079,1232.093872,1422.232544,0.013665338
24055464.png,653.1203613,790.8691406,715.1343384,887.517395,0.011983058
24055464.png,980.1455688,1193.351074,707.2825928,894.5998535,0.007626543
24055464.png,867.7246094,1014.790405,912.7578735,1092.939575,0.00562324
24055464.png,1164.710449,1211.641602,945.6604004,983.2067871,0.005416842
24055464.png,1197.352173,1229.276245,458.8458862,485.1540527,0.004690379
24055464.png,983.0043945,1105.467285,1289.060669,1373.291382,0.004466422
24055464.png,1055.923096,1092.081543,783.2244263,810.5258179,0.004134233
24055464.png,786.2988892,830.5237427,1036.223633,1070.656738,0.003486321
24055464.png,918.779541,960.404541,986.5186768,1019.560791,0.003083877
24055464.png,613.9707031,655.7996826,1065.603149,1117.317261,0.002724775
24055464.png,1177.332764,1282.100098,414.9997864,506.7077942,0.001521244
24055464.png,1014.884827,1061.384888,1063.630371,1098.273682,0.001343699
24055464.png,1031.760986,1070.642822,299.7444153,334.8084412,0.001259727
24055464.png,787.8898315,835.0377808,379.4273682,428.3453979,0.001206715
24055464.png,809.2089844,844.5842285,860.2340698,890.9585571,0.000989159
24055464.png,867.1414185,957.1141968,399.6296692,482.0024109,0.000774664
24055464.png,616.414917,837.0411377,1048.950439,1272.505371,0.000607552
24055464.png,965.7886353,1249.932251,965.8657227,1134.907715,0.000401961
24055464.png,1121.630859,1165.388428,851.7198486,888.2930908,0.000123277
24055464.png,1056.567139,1375.245361,289.7372437,616.27771,0.000118676
24055464.png,1222.41394,1378.162476,1019.946655,1372.756226,8.77E-05
24055464.png,1273.595459,1380.74707,621.4816895,843.7172852,5.90E-05
50998113.png,303.671875,407.4211426,1190.628174,1286.301514,0.145654663
50998113.png,8.93006897,451.005188,438.7810059,722.2113037,0.070317216
50998113.png,176.4021301,552.9677734,864.8786621,1139.892456,0.03046323
50998113.png,526.9370728,574.6924438,644.4064331,702.9398804,0.029121935
50998113.png,165.1739044,221.1461639,1085.168213,1130.969482,0.020179458
50998113.png,323.877655,359.3262634,1057.659546,1086.616333,0.010586473
50998113.png,382.2853394,424.4209595,532.2387085,567.1184692,0.006976579
50998113.png,477.9750366,668.8220825,659.5673218,891.0126343,0.006949103
50998113.png,430.6966553,605.6673584,1064.697876,1255.666382,0.006933824
50998113.png,590.3768311,639.548584,998.81427,1049.03418,0.003930301
50998113.png,13.96118164,218.6591644,918.5308228,1116.865356,0.003248732
50998113.png,589.7075195,622.0981445,1045.774048,1075.177368,0.002743802
50998113.png,499.6634216,701.6445923,880.1233521,1077.716553,0.00174126
50998113.png,571.6347656,610.2839355,1068.186523,1108.326416,0.000662071
50998113.png,56.68087769,276.9766846,1095.882935,1314.689819,0.000486714
50998113.png,19.52667236,238.7050781,746.5196533,924.9804688,0.000479792
50998113.png,369.8466492,615.5177002,524.0421143,704.8504639,0.00018322
22580732.png,243.3682404,302.2624512,1014.945862,1070.41394,0.334811002
22580732.png,187.6859894,378.3130493,932.6641235,1151.856689,0.060602549
22580732.png,45.57364273,94.15008545,1226.768799,1281.583008,0.015502162
22580732.png,318.4178467,365.5084229,820.3660889,863.7335205,0.014503336
22580732.png,100.6792603,212.0259705,1138.351074,1236.86377,0.007612791
22580732.png,361.3345032,412.6340027,1048.345459,1103.485107,0.006149056
22580732.png,64.9029007,115.0900497,1264.780884,1326.712036,0.004923432
22580732.png,335.2827454,501.9951477,1050.807617,1268.779297,0.004638026
22580732.png,10.14781761,57.5355835,1187.13269,1244.167603,0.003194387
22580732.png,273.3549194,416.3424683,764.0152588,928.3162842,0.001381652
22580732.png,265.9198303,449.3315735,533.4665527,727.2463379,0.000297433
22580732.png,4.443313599,154.3487091,1072.334351,1420.090454,0.000197153
