53580692.png,1235.6,423.4,1360.3,540.9,0.476,
53580692.png,1282.6,459.4,1343.0,504.0,0.420,
53580692.png,1102.0,337.5,1385.0,582.4,0.103,
53580692.png,1316.7,456.6,1346.6,482.8,0.098,
53580692.png,1289.1,451.0,1329.6,480.3,0.088,
53580692.png,901.9,488.6,1217.6,646.2,0.064,
50994706.png,989.2,833.0,1091.2,965.1,0.393,
50994706.png,1146.1,632.8,1274.7,720.7,0.207,
50994706.png,1172.2,644.9,1216.5,689.6,0.122,
50994706.png,974.7,414.3,1306.1,783.5,0.097,
50994706.png,1146.3,405.7,1269.8,507.8,0.060,
22678833.png,563.2,860.1,793.1,1092.9,0.670,
22678833.png,571.8,712.9,683.9,837.5,0.541,
22678833.png,643.6,563.9,774.4,693.3,0.374,
22678833.png,577.3,878.6,687.7,1016.4,0.334,
22678833.png,754.8,959.2,877.0,1095.5,0.330,
22678833.png,578.3,883.4,1088.2,1173.7,0.106,
22678833.png,1120.8,1142.8,1266.0,1372.8,0.080,
22678833.png,682.4,1134.9,909.8,1335.7,0.060,
50994589.png,1199.7,631.2,1330.4,738.6,0.171,
50994589.png,992.6,826.4,1259.9,1009.3,0.097,
50994589.png,903.9,756.7,1012.1,889.6,0.070,
50994589.png,795.7,1019.1,922.5,1135.1,0.052,
22427705.png,6.9,664.9,129.4,774.4,0.734,
22427705.png,36.7,674.2,92.9,730.5,0.411,
22427705.png,181.7,379.7,296.1,465.4,0.063,
30011798.png,916.4,907.1,973.6,970.9,0.316,
30011798.png,886.5,888.1,1008.0,1001.2,0.195,
30011798.png,1046.5,505.0,1162.9,623.2,0.061,
24055024.png,1172.0,813.1,1297.5,908.9,0.149,
24055024.png,1005.6,522.6,1217.5,745.6,0.139,
24055024.png,1217.7,827.4,1282.5,879.4,0.050,
22580732.png,240.8,1014.4,299.2,1067.7,0.326,
22580732.png,228.4,1001.4,330.9,1111.7,0.137,
22580732.png,169.7,927.7,402.2,1153.2,0.078,
50998086.png,820.2,481.5,931.9,608.3,0.850,
50998086.png,754.4,447.2,1060.7,830.3,0.573,
50998086.png,1081.9,988.2,1135.5,1032.7,0.200,
50998086.png,675.8,848.2,714.5,886.9,0.158,
50998086.png,1206.7,537.1,1244.7,574.0,0.084,
50998086.png,1252.5,663.3,1303.3,719.5,0.066,
50998086.png,990.1,619.4,1045.3,675.2,0.064,
50998086.png,853.8,649.8,990.8,761.2,0.064,
50998086.png,934.7,623.1,1064.2,742.6,0.062,
50998086.png,654.4,805.8,754.8,922.9,0.059,
51048765.png,1106.9,220.7,1299.8,573.6,0.232,
51048765.png,1144.9,280.9,1275.6,390.1,0.188,
51048765.png,984.2,1213.7,1132.7,1317.4,0.074,
50998177.png,582.7,918.8,665.5,1037.5,0.251,
50998177.png,433.0,1030.6,603.8,1186.3,0.058,
24065584.png,19.3,1200.6,140.2,1327.2,0.191,
24065584.png,14.6,955.9,153.7,1064.9,0.091,
53580665.png,110.7,378.7,276.4,576.5,0.278,
53580665.png,186.8,464.1,227.8,498.2,0.253,
53580665.png,186.5,485.0,224.7,515.9,0.115,
53580665.png,155.2,444.3,222.5,509.1,0.063,
53580665.png,313.9,767.7,358.7,806.7,0.061,
50994760.png,935.0,758.0,1010.7,849.9,0.787,
50994760.png,892.9,718.4,1065.3,888.1,0.470,
50994760.png,1040.1,621.8,1159.7,738.6,0.268,
50994760.png,971.1,1191.5,1195.6,1366.1,0.183,
50994760.png,995.9,651.2,1050.8,710.1,0.123,
50994760.png,951.5,938.1,1085.9,1071.7,0.123,
50994760.png,869.6,730.0,1175.7,1181.8,0.100,
50994760.png,1193.1,1127.9,1290.6,1252.7,0.054,
22613676.png,689.0,870.3,737.5,939.9,0.058,
50994733.png,215.5,875.0,400.3,1117.4,0.327,
50994733.png,209.2,693.7,407.8,862.3,0.224,
50994733.png,239.2,918.7,327.1,1029.9,0.118,
50994733.png,102.0,447.8,193.8,557.6,0.106,
50994733.png,157.4,526.9,515.4,887.2,0.073,
50994733.png,283.1,586.4,399.4,673.7,0.067,
50994562.png,994.4,433.3,1158.4,615.7,0.439,
50994562.png,1028.8,469.0,1118.6,566.2,0.341,
50994562.png,811.5,694.4,1015.1,895.9,0.125,
50994562.png,904.7,546.8,1023.7,665.8,0.100,
50994562.png,924.1,345.6,1354.3,604.6,0.069,
53581406.png,891.4,849.1,957.8,927.8,0.571,
53581406.png,859.6,816.8,994.1,977.5,0.266,
51048945.png,11.5,514.5,255.4,693.7,0.756,
51048945.png,591.0,803.5,682.8,921.4,0.485,
51048945.png,58.3,560.5,156.5,647.4,0.284,
51048945.png,196.2,526.0,431.1,743.5,0.153,
51048945.png,538.1,787.6,740.1,1003.6,0.117,
51048945.png,416.9,983.9,525.1,1105.8,0.117,
51048945.png,7.4,442.4,489.7,814.9,0.060,
22614236.png,77.1,792.9,240.9,907.9,0.927,
22614236.png,51.3,709.8,281.1,993.6,0.666,
22614236.png,32.2,354.0,225.4,567.0,0.425,
22614236.png,130.1,826.2,204.8,886.7,0.196,
22614236.png,252.7,937.3,355.9,1044.2,0.063,
24065914.png,1212.2,714.7,1276.8,776.9,0.415,
24065914.png,1085.0,700.6,1296.7,920.6,0.156,
24065914.png,946.8,310.5,1173.8,514.4,0.122,
24065914.png,1069.5,571.3,1292.1,777.9,0.050,
50995899.png,274.2,603.8,578.6,794.0,0.504,
50995899.png,443.9,628.6,556.8,757.8,0.069,
51049134.png,924.7,422.9,1184.4,610.0,0.205,
51049134.png,955.5,734.6,1039.3,817.4,0.177,
51049134.png,1065.0,571.1,1149.4,672.9,0.098,
51049134.png,921.9,688.1,1082.3,886.5,0.069,
51049134.png,766.3,746.2,1045.9,939.9,0.054,
51049134.png,1086.5,490.3,1152.9,563.1,0.052,
53586361.png,36.4,882.2,177.5,996.1,0.170,
53586361.png,12.6,974.4,249.5,1164.4,0.160,
53587481.png,7.2,862.6,389.7,1223.3,0.417,
53587481.png,160.6,998.9,339.1,1207.9,0.337,
53587481.png,238.4,890.0,363.8,986.1,0.272,
53587481.png,10.4,930.4,124.3,1026.0,0.230,
53587481.png,382.4,826.9,439.6,885.9,0.229,
53587481.png,226.8,640.3,349.3,746.3,0.138,
53587481.png,61.1,763.9,194.7,879.6,0.129,
53587481.png,32.2,958.6,88.9,1012.0,0.097,
53587481.png,15.9,496.7,288.5,712.7,0.081,
53587481.png,249.8,798.5,492.3,981.6,0.067,
53587481.png,9.3,1076.2,130.4,1182.4,0.066,
53587481.png,220.9,630.0,266.7,676.3,0.056,
53587481.png,183.4,822.0,578.4,1158.9,0.053,
24055483.png,146.7,752.1,266.0,874.2,0.766,
24055483.png,174.5,787.0,234.4,846.1,0.714,
24055483.png,88.5,691.7,322.0,903.3,0.170,
24055483.png,196.0,771.7,247.2,820.3,0.065,
50995762.png,938.3,952.7,1164.3,1152.8,0.370,
50995762.png,1100.5,994.1,1155.2,1052.3,0.082,
50995762.png,913.4,716.3,1112.8,949.8,0.074,
50995762.png,954.7,766.8,1088.9,869.9,0.053,
20588562.png,9.3,446.7,390.2,817.4,0.852,
20588562.png,462.1,671.3,604.8,779.0,0.129,
20588562.png,126.5,529.2,256.1,634.4,0.122,
20588562.png,365.2,581.6,599.3,800.9,0.055,
50993787.png,145.7,1092.9,372.7,1279.3,0.412,
50993787.png,245.4,1152.2,311.3,1225.5,0.378,
50993787.png,125.8,603.9,308.1,782.2,0.218,
50993787.png,160.3,1236.9,275.2,1341.3,0.155,
50993787.png,281.0,1115.1,342.6,1185.3,0.153,
50993787.png,108.1,1058.9,590.2,1422.2,0.120,
50993787.png,4.7,652.7,134.8,837.4,0.113,
22670620.png,1205.1,461.3,1320.8,560.3,0.613,
22670620.png,1271.1,250.0,1385.0,354.9,0.557,
22670620.png,1120.0,400.8,1374.9,587.5,0.069,
22670620.png,1240.0,499.7,1299.5,546.5,0.069,
22670620.png,1224.0,186.2,1385.0,532.9,0.060,
51049107.png,184.5,950.5,319.7,1133.3,0.262,
51049107.png,197.8,1038.1,257.2,1099.6,0.218,
51049107.png,386.7,1303.6,448.8,1362.2,0.176,
51049107.png,208.8,1009.1,273.7,1074.7,0.130,
51049107.png,231.0,725.7,356.2,838.6,0.068,
51049107.png,202.1,902.3,453.8,1091.2,0.053,
51049107.png,136.5,637.4,275.9,735.1,0.051,
22679008.png,971.1,840.7,1078.1,952.9,0.241,
22679008.png,953.2,780.2,1188.7,1000.9,0.157,
22679008.png,947.4,1235.4,1098.3,1338.4,0.116,
50994354.png,1096.4,387.8,1279.3,563.6,0.440,
50994354.png,1143.4,422.7,1232.4,519.8,0.292,
22580393.png,849.7,537.1,1095.3,776.6,0.518,
22580393.png,981.2,624.4,1093.3,783.6,0.423,
22580393.png,1051.7,744.0,1176.2,849.6,0.287,
22580393.png,850.4,557.3,960.7,692.8,0.177,
22580393.png,964.1,938.7,1206.1,1164.5,0.142,
22580393.png,1061.1,738.3,1091.6,767.0,0.135,
22580393.png,1049.2,724.1,1104.9,783.8,0.107,
22580393.png,877.8,542.4,931.1,593.4,0.101,
22580393.png,1069.3,752.1,1126.3,816.5,0.081,
